4,0,0,0,6,22,46,42,37,52,14,63,54,5
6,0,0,0,7,17,49,15,23,20,21,56,54,2
2,0,0,0,1,27,12,25,50,52,21,63,41,5
2,0,0,0,9,27,10,15,13,52,59,31,41,5
5,0,0,0,2,27,29,8,37,62,14,63,41,7
5,0,0,0,4,22,46,28,23,30,38,60,24,3
5,0,0,0,4,27,58,42,47,20,59,6,48,2
4,0,0,0,7,22,10,55,37,34,44,63,41,4
4,0,0,0,7,22,1,42,50,30,14,63,41,3
9,0,0,0,6,27,58,42,11,20,14,63,24,2
7,0,0,0,3,22,12,25,37,62,14,63,61,7
5,0,0,0,4,22,10,15,0,57,38,6,24,6
6,0,0,0,3,27,10,42,33,20,14,56,48,2
4,0,0,0,2,22,10,42,47,57,59,63,61,6
7,0,0,0,4,27,53,42,50,57,59,63,54,6
6,0,0,0,9,27,29,15,11,52,14,26,41,5
5,0,0,0,6,22,29,25,33,20,21,63,54,2
8,0,0,0,7,58,39,15,33,20,38,63,48,2
3,0,0,0,1,22,58,25,37,57,14,63,54,6
9,0,0,0,8,22,29,55,47,20,18,31,19,2
13,0,0,0,7,22,58,32,33,62,14,6,54,7
5,0,0,0,7,22,46,15,0,20,44,63,48,2
3,0,0,0,9,12,39,35,13,62,51,31,19,7
12,0,0,0,8,22,10,35,50,52,14,31,61,5
11,0,0,0,9,27,12,15,37,20,14,63,48,2
2,0,0,0,6,22,58,25,50,57,21,63,41,6
4,0,0,0,4,22,12,35,23,30,44,63,41,3
5,0,0,0,3,27,58,55,37,52,14,63,54,5
3,0,0,0,1,27,46,35,37,20,59,31,48,2
8,0,0,0,5,22,10,25,37,20,44,63,41,2
2,0,0,0,2,27,46,35,33,52,21,31,41,5
18,0,0,0,11,27,58,42,0,57,44,56,16,6
3,0,0,0,2,27,1,55,37,52,21,63,41,5
4,0,0,0,3,58,17,25,0,34,38,63,65,4
1,0,0,0,2,27,58,55,0,52,59,63,24,5
11,0,0,0,8,22,1,35,0,62,38,31,65,7
10,0,0,0,6,58,17,25,47,57,66,26,54,6
11,0,0,0,6,22,58,42,37,52,59,6,54,5
16,0,0,0,9,27,10,35,0,57,44,31,61,6
9,0,0,0,5,27,29,25,33,34,59,26,48,4
7,0,0,0,3,27,10,25,0,57,59,63,48,6
8,0,0,0,5,22,12,42,0,52,14,63,41,5
4,0,0,0,6,22,1,42,11,57,14,63,41,6
4,0,0,0,9,64,4,25,47,57,21,63,48,6
4,0,0,0,3,29,17,15,33,34,21,31,65,4
4,0,0,0,9,17,49,8,0,52,59,31,24,5
6,0,0,0,4,1,4,35,37,52,44,63,41,5
11,0,0,0,6,27,29,42,37,9,59,63,54,1
4,0,0,0,5,27,58,42,0,52,59,63,41,5
11,0,0,0,7,22,10,15,0,62,51,26,54,7
1,0,0,0,4,27,1,42,37,52,14,63,41,5
6,0,0,0,5,22,12,55,13,30,14,63,41,3
2,0,0,0,13,22,46,25,37,34,21,26,48,4
10,0,0,0,6,27,46,25,33,20,21,31,24,2
8,0,0,0,10,22,46,28,23,34,44,63,48,4
3,0,0,0,4,22,46,55,47,52,51,63,48,5
9,0,0,0,6,27,12,28,23,57,14,63,48,6
1,0,0,0,5,27,46,42,37,52,59,63,24,5
0,0,0,0,6,27,10,42,13,57,21,63,41,6
11,0,0,0,5,46,17,35,23,62,14,56,24,7
13,0,0,0,6,22,10,28,0,62,14,60,24,7
9,0,0,0,9,22,58,28,50,20,21,31,41,2
7,0,0,0,8,67,4,35,47,9,59,63,48,1
8,0,0,0,11,67,22,35,50,20,21,56,24,2
5,0,0,0,2,27,10,28,33,57,44,63,48,6
9,0,0,0,5,67,27,55,47,20,51,31,24,2
10,0,0,0,6,27,10,55,23,62,44,63,61,7
5,0,0,0,5,17,49,25,33,20,14,31,41,2
7,0,0,0,5,39,49,35,33,52,51,63,41,5
4,0,0,0,2,27,1,15,0,57,59,31,41,6
5,0,0,0,10,22,46,55,0,62,14,6,2,7
19,0,0,0,10,22,46,25,23,62,38,31,16,7
4,0,0,0,3,27,53,25,11,34,14,63,54,4
6,0,0,0,9,22,7,42,0,20,59,26,54,2
13,0,0,0,7,22,12,35,50,34,44,63,48,4
5,0,0,0,2,22,10,25,33,34,51,63,2,4
4,0,0,0,3,22,12,42,37,52,14,6,24,5
9,0,0,0,5,4,49,55,23,34,18,6,24,4
8,0,0,0,4,4,49,55,37,62,14,63,41,7
4,0,0,0,3,22,49,35,37,20,14,31,41,2
3,0,0,0,11,22,10,42,37,30,59,63,61,3
4,0,0,0,5,22,46,35,0,52,51,31,48,5
3,0,0,0,5,22,12,15,37,9,51,63,41,1
3,0,0,0,10,22,58,42,37,20,21,63,19,2
4,0,0,0,10,10,17,15,23,34,14,31,48,4
4,0,0,0,6,22,1,55,50,62,14,63,54,7
11,0,0,0,5,58,39,55,50,52,59,56,2,5
9,0,0,0,5,27,49,8,23,52,14,60,24,5
4,0,0,0,2,10,17,25,23,62,59,63,41,7
6,0,0,0,4,22,10,35,37,52,14,63,48,5
7,0,0,0,3,22,10,42,0,57,21,63,48,6
7,0,0,0,10,67,39,25,23,62,14,56,2,7
20,0,0,0,12,22,58,55,47,52,14,31,61,5
4,0,0,0,6,27,46,55,37,9,59,26,24,1
6,0,0,0,7,22,46,35,11,34,59,26,41,4
6,0,0,0,4,27,53,55,23,30,44,56,54,3
3,0,0,0,2,58,17,25,0,20,59,31,41,2
2,0,0,0,9,22,12,25,37,20,21,63,19,2
21,0,0,0,11,27,1,25,0,34,51,63,24,4
15,0,0,0,9,22,58,15,33,52,59,63,41,5
6,0,0,0,10,27,12,15,13,57,59,63,19,6
8,0,0,0,4,27,1,55,33,34,21,63,16,4
2,0,0,0,6,27,10,42,47,57,51,63,48,6
9,0,0,0,9,46,17,35,47,34,14,31,2,4
7,0,0,0,5,22,46,28,36,62,44,56,48,7
5,0,0,0,11,22,10,55,47,52,44,63,41,5
4,0,0,0,12,22,58,42,37,20,14,63,19,2
6,0,0,0,4,22,12,35,33,52,44,56,24,5
3,0,0,0,8,27,58,25,47,57,21,63,24,6
9,0,0,0,4,22,1,8,37,52,59,31,54,5
8,0,0,0,5,22,46,42,0,57,18,63,48,6
6,0,0,0,5,22,53,55,13,20,14,63,54,2
7,0,0,0,11,67,39,55,0,57,38,31,54,6
20,0,0,0,11,22,12,25,37,9,44,31,24,1
6,0,0,0,5,22,49,25,0,52,59,63,48,5
2,0,0,0,5,22,46,35,13,30,21,63,41,3
3,0,0,0,7,10,17,15,23,62,21,56,48,7
10,0,0,0,7,22,10,35,50,20,51,26,16,2
9,0,0,0,5,27,58,15,47,52,38,63,48,5
23,0,0,0,12,1,4,28,37,57,14,31,54,6
11,0,0,0,7,27,46,35,11,9,59,63,41,1
19,0,0,0,11,22,58,55,37,5,51,31,61,0
9,0,0,0,4,27,29,42,23,34,59,31,41,4
8,0,0,0,6,22,49,42,0,57,14,6,24,6
21,0,0,0,12,27,46,55,23,52,18,31,2,5
7,0,0,0,3,22,49,35,37,57,51,31,65,6
1,0,0,0,2,22,46,15,47,34,21,31,41,4
0,0,0,0,1,27,58,42,50,52,21,63,48,5
4,0,0,0,4,27,46,55,50,34,59,63,41,4
2,0,0,0,11,27,58,15,50,30,14,6,65,3
9,0,0,0,6,22,58,25,0,34,59,31,24,4
4,0,0,0,5,46,39,25,50,62,59,63,54,7
7,0,0,0,7,12,17,55,37,30,59,63,16,3
5,0,0,0,2,27,58,55,37,9,59,63,48,1
7,0,0,0,11,10,39,28,0,62,59,6,2,7
14,0,0,0,10,22,53,55,37,30,59,60,24,3
5,0,0,0,4,27,58,42,50,52,59,63,41,5
18,0,0,0,12,27,10,35,47,57,51,31,16,6
7,0,0,0,10,27,58,55,11,30,14,63,2,3
9,0,0,0,4,10,39,55,0,57,51,63,54,6
3,0,0,0,8,27,7,25,33,57,51,56,54,6
4,0,0,0,12,27,12,55,50,52,59,63,41,5
16,0,0,0,11,22,53,55,33,62,59,63,41,7
4,0,0,0,2,27,10,42,23,57,44,63,48,6
3,0,0,0,5,27,49,35,37,57,59,56,48,6
15,0,0,0,9,22,58,42,11,62,51,31,41,7
13,0,0,0,10,12,17,25,23,57,44,56,48,6
7,0,0,0,8,27,12,25,37,20,14,6,65,2
7,0,0,0,8,22,49,28,37,34,18,26,16,4
21,0,0,0,11,27,10,25,0,34,44,63,54,4
9,0,0,0,5,10,39,15,50,62,14,63,54,7
7,0,0,0,5,22,58,35,47,62,51,6,48,7
2,0,0,0,10,27,1,42,37,5,14,63,48,0
20,0,0,0,12,58,17,28,0,62,44,31,61,7
8,0,0,0,12,27,46,8,11,5,44,26,24,0
6,0,0,0,6,58,17,55,23,62,14,31,61,7
16,0,0,0,9,22,49,25,50,57,44,31,41,6
2,0,0,0,5,27,29,15,0,57,59,63,41,6
10,0,0,0,6,27,49,55,0,62,44,56,48,7
13,0,0,0,10,27,10,35,47,5,59,63,61,0
13,0,0,0,10,27,12,35,11,34,14,31,24,4
19,0,0,0,12,22,1,42,37,9,44,63,16,1
9,0,0,0,6,22,49,28,23,30,44,63,24,3
16,0,0,0,8,22,10,55,47,34,44,31,48,4
8,0,0,0,7,22,29,55,0,62,44,31,54,7
20,0,0,0,10,27,12,35,11,62,44,63,41,7
9,0,0,0,7,17,49,42,37,30,38,63,16,3
7,0,0,0,7,22,1,42,47,57,14,31,54,6
9,0,0,0,4,22,29,25,37,5,44,31,54,0
5,0,0,0,5,22,46,55,50,57,44,63,41,6
17,0,0,0,10,27,46,35,37,57,59,63,54,6
7,0,0,0,7,10,17,42,0,62,14,56,54,7
16,0,0,0,8,27,29,15,23,30,44,6,2,3
14,0,0,0,8,22,29,55,23,34,14,31,24,4
2,0,0,0,12,27,12,35,37,20,59,63,48,2
13,0,0,0,7,58,39,55,33,57,14,63,2,6
18,0,0,0,10,22,58,35,47,57,14,63,24,6
16,0,0,0,9,22,49,25,23,52,51,63,2,5
13,0,0,0,6,27,58,25,23,34,51,56,2,4
4,0,0,0,5,22,29,35,33,52,59,63,41,5
5,0,0,0,7,22,7,15,50,57,59,63,41,6
2,0,0,0,13,22,1,55,47,62,14,63,24,7
10,0,0,0,6,27,29,25,0,62,59,31,24,7
19,0,0,0,9,27,58,55,23,52,14,63,54,5
18,0,0,0,12,53,4,55,23,52,59,60,61,5
22,0,0,0,12,22,29,35,37,52,51,31,54,5
4,0,0,0,3,27,1,15,47,9,59,31,24,1
25,0,0,0,13,27,12,25,47,52,44,63,24,5
9,0,0,0,4,27,29,35,37,5,44,63,24,0
6,0,0,0,9,27,53,28,50,62,51,63,41,7
8,0,0,0,12,22,58,35,47,34,14,31,54,4
17,0,0,0,9,27,46,25,47,52,51,63,24,5
5,0,0,0,11,27,10,35,0,57,59,63,48,6
14,0,0,0,11,22,12,35,47,57,59,63,61,6
3,0,0,0,1,22,1,42,50,52,14,63,41,5
13,0,0,0,9,22,46,15,50,34,59,63,54,4
6,0,0,0,9,22,29,28,23,20,59,63,54,2
10,0,0,0,5,27,10,35,33,9,14,56,61,1
13,0,0,0,10,58,4,35,50,62,14,63,54,7
6,0,0,0,9,1,39,28,23,5,59,56,61,0
5,0,0,0,10,22,29,42,0,62,51,63,54,7
20,0,0,0,11,22,29,25,47,52,59,63,24,5
11,0,0,0,6,22,29,35,47,57,14,63,24,6
20,0,0,0,12,27,12,55,50,34,14,60,41,4
4,0,0,0,4,22,10,55,11,62,59,6,65,7
22,0,0,0,12,22,53,25,47,57,14,31,41,6
13,0,0,0,7,22,46,25,50,57,59,31,41,6
24,0,0,0,13,27,10,35,23,52,59,31,41,5
7,0,0,0,9,22,10,25,11,34,44,31,54,4
4,0,0,0,7,29,17,25,23,30,51,63,48,3
17,0,0,0,9,22,58,35,0,52,14,31,24,5
12,0,0,0,8,22,29,42,33,57,59,63,48,6
6,0,0,0,3,22,12,25,23,34,18,63,16,4
10,0,0,0,11,22,49,25,23,57,38,31,41,6
7,0,0,0,8,22,12,25,37,52,44,6,61,5
21,0,0,0,11,27,10,25,23,9,51,63,16,1
8,0,0,0,13,17,49,8,33,5,14,56,41,0
5,0,0,0,4,22,49,42,47,57,44,63,54,6
4,0,0,0,6,46,39,25,33,20,59,63,48,2
15,0,0,0,7,12,39,25,23,52,44,60,48,5
9,0,0,0,4,29,4,8,0,34,59,6,54,4
6,0,0,0,6,27,10,55,37,62,44,63,24,7
1,0,0,0,9,27,58,35,0,52,59,31,24,5
17,0,0,0,9,46,4,42,23,9,59,63,48,1
5,0,0,0,2,22,58,42,23,34,59,31,54,4
9,0,0,0,6,22,58,25,0,57,59,63,41,6
11,0,0,0,5,27,58,35,37,62,14,56,16,7
23,0,0,0,13,22,58,55,37,62,44,63,48,7
10,0,0,0,5,27,58,35,0,9,59,63,24,1
6,0,0,0,9,27,58,25,37,52,38,63,24,5
10,0,0,0,7,53,17,55,0,57,51,63,54,6
20,0,0,0,12,27,46,35,23,57,44,31,16,6
2,0,0,0,2,22,58,15,33,52,14,31,41,5
2,0,0,0,8,27,49,25,37,20,14,56,48,2
4,0,0,0,7,10,17,42,33,52,44,31,41,5
11,0,0,0,8,29,17,15,0,62,38,63,24,7
3,0,0,0,3,10,17,55,23,57,51,63,61,6
17,0,0,0,10,22,58,55,23,5,44,56,2,0
10,0,0,0,7,22,58,42,37,52,59,63,24,5
3,0,0,0,9,22,58,35,11,20,14,31,48,2
0,0,0,0,13,27,58,25,23,57,59,31,48,6
5,0,0,0,3,10,4,42,47,57,59,63,54,6
16,0,0,0,10,29,17,15,11,30,14,60,24,3
5,0,0,0,4,12,17,15,0,20,14,63,48,2
3,0,0,0,3,17,49,15,47,52,59,63,41,5
7,0,0,0,12,39,49,42,37,34,14,26,48,4
17,0,0,0,13,22,46,55,23,52,38,31,41,5
8,0,0,0,7,58,4,25,0,34,44,6,16,4
3,0,0,0,2,27,46,42,23,52,59,63,41,5
4,0,0,0,2,58,4,42,47,52,44,63,54,5
7,0,0,0,9,27,29,28,37,62,44,63,24,7
17,0,0,0,9,22,58,55,47,30,51,31,41,3
9,0,0,0,4,27,1,35,50,34,38,31,54,4
5,0,0,0,7,22,58,35,0,20,51,63,2,2
3,0,0,0,2,1,39,15,47,52,59,56,65,5
4,0,0,0,4,22,46,25,50,52,44,63,61,5
2,0,0,0,11,53,4,42,37,20,14,56,54,2
4,0,0,0,3,53,4,15,47,52,44,6,54,5
7,0,0,0,8,22,46,35,0,52,59,63,54,5
8,0,0,0,5,27,46,55,37,57,14,63,41,6
6,0,0,0,7,27,53,15,37,57,51,63,2,6
20,0,0,0,10,22,1,28,11,52,59,60,54,5
3,0,0,0,13,22,29,42,11,34,51,31,54,4
16,0,0,0,9,22,1,35,37,62,44,63,16,7
12,0,0,0,8,27,46,15,37,62,14,31,48,7
11,0,0,0,6,10,39,25,33,9,59,63,41,1
4,0,0,0,3,27,10,25,23,34,14,56,54,4
8,0,0,0,8,27,58,55,23,34,59,63,16,4
2,0,0,0,9,22,58,42,47,52,59,63,24,5
2,0,0,0,13,22,12,35,33,34,59,6,24,4
13,0,0,0,9,27,12,35,0,57,66,56,41,6
5,0,0,0,2,12,17,25,0,20,44,63,16,2
6,0,0,0,4,1,17,55,50,62,59,31,48,7
21,0,0,0,12,27,58,35,11,57,44,56,54,6
11,0,0,0,7,27,29,15,50,57,14,63,24,6
6,0,0,0,4,22,29,25,50,62,51,63,48,7
5,0,0,0,6,22,58,35,33,52,59,56,24,5
3,0,0,0,10,22,10,35,50,34,14,60,65,4
3,0,0,0,10,27,1,25,33,62,59,60,54,7
5,0,0,0,3,27,10,55,37,62,59,63,48,7
4,0,0,0,4,10,39,55,47,9,38,31,41,1
2,0,0,0,10,22,10,35,47,52,59,31,41,5
20,0,0,0,12,27,7,42,0,57,59,6,54,6
8,0,0,0,9,22,49,42,33,9,51,63,2,1
8,0,0,0,9,29,4,15,33,52,14,6,2,5
8,0,0,0,6,4,49,42,33,9,14,56,48,1
4,0,0,0,9,22,58,35,0,62,59,6,41,7
5,0,0,0,3,22,12,15,0,20,14,63,54,2
6,0,0,0,7,27,53,25,23,9,51,31,48,1
6,0,0,0,6,22,29,35,0,52,51,63,48,5
8,0,0,0,6,27,46,15,0,34,44,63,54,4
13,0,0,0,12,27,53,15,37,34,14,63,54,4
4,0,0,0,3,22,58,42,47,34,44,63,48,4
8,0,0,0,5,27,49,25,37,62,51,6,24,7
8,0,0,0,5,22,29,25,37,30,44,31,24,3
8,0,0,0,8,27,29,28,0,34,51,63,54,4
14,0,0,0,8,27,46,55,50,30,38,6,54,3
4,0,0,0,7,27,46,42,23,57,59,63,24,6
11,0,0,0,7,22,1,42,50,62,59,6,54,7
16,0,0,0,11,27,10,55,50,5,44,63,24,0
1,0,0,0,13,22,58,15,33,62,21,31,24,7
6,0,0,0,5,46,17,15,23,9,59,63,41,1
14,0,0,0,9,22,58,25,23,62,51,31,48,7
15,0,0,0,10,27,10,42,0,57,59,31,54,6
11,0,0,0,6,22,29,55,47,9,59,56,24,1
9,0,0,0,11,46,39,15,37,34,44,63,48,4
15,0,0,0,11,22,29,42,11,9,51,31,24,1
8,0,0,0,4,22,46,35,0,20,38,63,24,2
3,0,0,0,6,58,4,25,33,34,21,31,24,4
8,0,0,0,5,22,12,15,37,34,44,31,41,4
6,0,0,0,5,27,1,42,37,52,44,63,61,5
15,0,0,0,9,58,39,55,23,62,59,60,61,7
10,0,0,0,10,27,7,15,0,30,51,56,2,3
6,0,0,0,7,46,17,25,23,34,44,6,24,4
6,0,0,0,7,10,4,42,47,57,59,31,48,6
9,0,0,0,6,22,58,55,0,52,59,31,24,5
15,0,0,0,7,27,29,55,47,5,59,63,16,0
5,0,0,0,2,12,4,15,50,62,14,63,54,7
2,0,0,0,9,22,12,15,33,34,21,56,48,4
4,0,0,0,2,22,12,35,37,9,14,63,41,1
16,0,0,0,9,22,1,25,50,52,44,63,48,5
4,0,0,0,10,27,29,42,47,62,44,60,61,7
6,0,0,0,4,27,1,25,23,57,59,63,48,6
13,0,0,0,10,12,17,25,33,52,66,63,2,5
16,0,0,0,9,27,29,55,50,57,51,31,24,6
0,0,0,0,13,27,12,55,0,62,21,63,24,7
1,0,0,0,4,27,58,42,0,62,14,31,65,7
11,0,0,0,6,22,12,25,0,34,51,31,54,4
1,0,0,0,10,22,46,42,50,20,59,31,24,2
15,0,0,0,8,27,12,55,50,34,44,31,2,4
16,0,0,0,12,22,1,55,47,57,44,63,41,6
21,0,0,0,10,29,17,25,23,34,18,31,54,4
8,0,0,0,4,22,46,42,50,57,59,63,41,6
4,0,0,0,10,27,29,25,47,9,14,31,48,1
5,0,0,0,3,27,49,42,50,52,59,63,48,5
2,0,0,0,5,58,17,15,37,34,59,31,48,4
7,0,0,0,5,10,4,35,33,52,59,63,24,5
6,0,0,0,5,22,10,25,50,9,14,31,24,1
9,0,0,0,5,27,29,55,47,52,51,31,41,5
9,0,0,0,5,27,58,55,0,34,59,31,54,4
4,0,0,0,8,22,53,35,23,34,51,63,54,4
10,0,0,0,5,22,12,25,37,34,14,6,2,4
3,0,0,0,2,22,10,42,50,9,44,63,24,1
17,0,0,0,9,22,29,25,23,52,44,63,41,5
3,0,0,0,13,22,12,55,33,20,59,63,41,2
4,0,0,0,8,27,53,25,33,52,59,56,2,5
9,0,0,0,4,22,10,15,50,57,51,56,54,6
10,0,0,0,9,27,12,42,37,52,44,60,24,5
16,0,0,0,9,22,10,28,33,57,44,63,41,6
3,0,0,0,10,22,46,42,47,62,14,31,48,7
21,0,0,0,12,22,12,55,47,5,51,63,41,0
17,0,0,0,9,27,46,55,11,52,14,56,24,5
15,0,0,0,9,10,4,25,50,34,14,60,54,4
6,0,0,0,5,29,4,42,47,30,59,63,41,3
4,0,0,0,8,27,29,25,0,52,14,63,48,5
5,0,0,0,4,27,46,15,50,62,14,63,24,7
10,0,0,0,6,22,1,25,0,34,44,63,2,4
2,0,0,0,8,22,29,35,0,62,44,31,41,7
2,0,0,0,5,22,58,15,37,30,14,63,48,3
14,0,0,0,8,22,53,15,23,62,59,63,24,7
5,0,0,0,6,22,10,35,47,9,44,63,54,1
1,0,0,0,12,27,12,25,47,57,59,63,41,6
7,0,0,0,4,27,46,25,50,52,14,31,24,5
0,0,0,0,13,22,10,42,50,62,21,63,24,7
14,0,0,0,8,27,12,28,50,34,44,56,24,4
5,0,0,0,2,22,58,15,33,34,44,60,48,4
7,0,0,0,5,22,49,25,37,62,44,6,61,7
15,0,0,0,10,22,12,8,11,30,44,60,24,3
8,0,0,0,6,58,4,42,37,57,14,63,41,6
5,0,0,0,2,27,29,15,0,57,51,63,48,6
7,0,0,0,6,22,58,28,11,52,14,63,41,5
13,0,0,0,9,22,46,28,0,52,44,63,16,5
16,0,0,0,9,53,4,25,37,57,59,31,24,6
9,0,0,0,8,10,17,8,47,62,14,63,41,7
3,0,0,0,11,29,17,35,23,20,14,63,65,2
8,0,0,0,6,22,10,8,37,9,14,60,16,1
9,0,0,0,5,27,46,35,11,52,51,63,41,5
10,0,0,0,7,4,49,42,11,52,14,31,48,5
10,0,0,0,6,22,29,42,50,20,14,56,2,2
